2.573745 0.01501629
2.574031 0.01596757
2.574316 0.01685627
2.574602 0.01767887
2.574888 0.01843212
2.575173 0.01911305
2.575459 0.01971895
2.575744 0.02024743
2.57603 0.0206964
2.576316 0.02106408
2.576601 0.02134901
2.576887 0.02155007
2.577172 0.02166644
2.577458 0.02169767
2.577744 0.02164362
2.578029 0.0215045
2.578315 0.02128086
2.5786 0.02097356
2.578886 0.02058381
2.579171 0.02011315
2.579457 0.01956343
2.579743 0.0189368
2.580028 0.01823573
2.580314 0.01746298
2.580599 0.0166216
2.580885 0.0157149
2.581171 0.01474644
2.581456 0.01372004
2.581742 0.01263975
2.582027 0.01150981
2.582313 0.01033469
2.582599 0.00911901
2.582884 0.00786756
2.58317 0.006585272
2.583455 0.005277198
2.583741 0.003948493
2.584027 0.002604393
2.584312 0.001250194
2.584598 -0.0001087685
2.584883 -0.001467138
2.585169 -0.002819563
2.585454 -0.004160713
2.58574 -0.005485305
2.586026 -0.006788118
2.586311 -0.008064019
2.586597 -0.009307981
2.586882 -0.0105151
2.587168 -0.01168063
2.587454 -0.01279997
2.587739 -0.01386871
2.588025 -0.01488265
2.58831 -0.01583778
2.588596 -0.01673036
2.588882 -0.01755685
2.589167 -0.01831402
2.589453 -0.01899888
2.589738 -0.01960874
2.590024 -0.02014119
2.59031 -0.02059415
2.590595 -0.02096583
2.590881 -0.02125477
2.591166 -0.02145985
2.591452 -0.02158026
2.591737 -0.02161554
2.592023 -0.02156554
2.592309 -0.02143049
2.592594 -0.02121091
2.59288 -0.02090769
2.593165 -0.02052202
2.593451 -0.02005544
2.593737 -0.0195098
2.594022 -0.01888725
2.594308 -0.01819027
2.594593 -0.0174216
2.594879 -0.0165843
2.595165 -0.01568166
2.59545 -0.01471727
2.595736 -0.01369494
2.596021 -0.0126187
2.596307 -0.01149281
2.596593 -0.01032173
2.596878 -0.009110073
2.597164 -0.007862639
2.597449 -0.006584355
2.597735 -0.005280274
2.59802 -0.003955547
2.598306 -0.002615411
2.598592 -0.00126516
2.598877 8.986882e-05
2.599163 0.001444322
2.599448 0.002792847
2.599734 0.004130115
2.60002 0.005450843
2.600305 0.006749812
2.600591 0.008021887
2.600876 0.009262044
2.601162 0.01046538
2.601448 0.01162714
2.601733 0.01274274
2.602019 0.01380776
2.602304 0.01481799
2.60259 0.01576945
2.602876 0.01665837
2.603161 0.01748123
2.603447 0.01823479
2.603732 0.01891607
2.604018 0.01952236
2.604303 0.02005127
2.604589 0.02050071
2.604875 0.0208689
2.60516 0.02115437
2.605446 0.02135601
2.605731 0.02147299
2.606017 0.02150487
2.606303 0.0214515
2.606588 0.0213131
2.606874 0.0210902
2.607159 0.02078368
2.607445 0.02039473
2.607731 0.0199249
2.608016 0.01937603
2.608302 0.01875028
2.608587 0.01805012
2.608873 0.0172783
2.609159 0.01643787
2.609444 0.01553214
2.60973 0.01456467
2.610015 0.01353928
2.610301 0.01246002
2.610586 0.01133113
2.610872 0.01015707
2.611158 0.008942471
2.611443 0.007692117
2.611729 0.006410939
2.612014 0.00510399
2.6123 0.003776424
2.612586 0.002433476
2.612871 0.001080442
2.613157 -0.0002773419
2.613442 -0.001634521
2.613728 -0.002985743
2.614014 -0.004325679
2.614299 -0.005649043
2.614585 -0.006950617
2.61487 -0.008225267
2.615156 -0.009467967
2.615442 -0.01067381
2.615727 -0.01183805
2.616013 -0.01295609
2.616298 -0.01402352
2.616584 -0.01503613
2.616869 -0.01598992
2.617155 -0.01688114
2.617441 -0.01770627
2.617726 -0.01846206
2.618012 -0.01914552
2.618297 -0.01975396
2.618583 -0.02028498
2.618869 -0.02073649
2.619154 -0.02110671
2.61944 -0.02139417
2.619725 -0.02159774
2.620011 -0.02171663
2.620297 -0.02175036
2.620582 -0.02169881
2.620868 -0.02156216
2.621153 -0.02134098
2.621439 -0.02103613
2.621725 -0.0206488
2.62201 -0.02018055
2.622296 -0.0196332
2.622581 -0.01900892
2.622867 -0.01831019
2.623152 -0.01753974
2.623438 -0.01670063
2.623724 -0.01579616
2.624009 -0.01482991
2.624295 -0.01380568
2.62458 -0.01272753
2.624866 -0.0115997
2.625152 -0.01042664
2.625437 -0.009212981
2.625723 -0.007963517
2.626008 -0.006683174
2.626294 -0.005377004
2.62658 -0.004050162
2.626865 -0.002707881
2.627151 -0.001355458
2.627436 1.770447e-06
2.627722 0.001358451
2.628008 0.00270923
2.628293 0.004048778
2.628579 0.005371812
2.628864 0.006673111
2.62915 0.007947543
2.629435 0.009190079
2.629721 0.01039582
2.630007 0.01156
2.630292 0.01267804
2.630578 0.01374553
2.630863 0.01475825
2.631149 0.01571221
2.631435 0.01660365
2.63172 0.01742905
2.632006 0.01818515
2.632291 0.01886899
2.632577 0.01947786
2.632863 0.02000935
2.633148 0.02046139
2.633434 0.02083218
2.633719 0.02112026
2.634005 0.02132451
2.634291 0.02144412
2.634576 0.02147862
2.634862 0.02142787
2.635147 0.02129209
2.635433 0.02107181
2.635718 0.0207679
2.636004 0.02038157
2.63629 0.01991435
2.636575 0.01936808
2.636861 0.01874492
2.637146 0.01804734
2.637432 0.01727809
2.637718 0.01644022
2.638003 0.01553703
2.638289 0.01457209
2.638574 0.01354922
2.63886 0.01247245
2.639146 0.01134604
2.639431 0.01017444
2.639717 0.008962284
2.640002 0.00771435
2.640288 0.006435572
2.640574 0.005131
2.640859 0.003805789
2.641145 0.002465172
2.64143 0.001114446
2.641716 -0.0002410546
2.642001 -0.001595975
2.642287 -0.002944963
2.642573 -0.00428269
2.642858 -0.005603872
2.643144 -0.006903288
2.643429 -0.008175807
2.643715 -0.0094164
2.644001 -0.01062017
2.644286 -0.01178235
2.644572 -0.01289836
2.644857 -0.01396379
2.645143 -0.01497442
2.645429 -0.01592626
2.645714 -0.01681555
2.646 -0.01763877
2.646285 -0.01839268
2.646571 -0.01907428
2.646857 -0.01968088
2.647142 -0.02021009
2.647428 -0.02065981
2.647713 -0.02102825
2.647999 -0.02131396
2.648284 -0.0215158
2.64857 -0.02163297
2.648856 -0.02166501
2.649141 -0.02161177
2.649427 -0.02147347
2.649712 -0.02125064
2.649998 -0.02094416
2.650284 -0.02055522
2.650569 -0.02008536
2.650855 -0.01953643
2.65114 -0.01891058
2.651426 -0.01821028
2.651712 -0.01743828
2.651997 -0.01659763
2.652283 -0.01569163
2.652568 -0.01472386
2.652854 -0.01369813
2.65314 -0.01261847
2.653425 -0.01148915
2.653711 -0.01031461
2.653996 -0.009099479
2.654282 -0.00784855
2.654567 -0.00656675
2.654853 -0.005259131
2.655139 -0.003930847
2.655424 -0.002587134
2.65571 -0.001233286
2.655995 0.0001253594
2.656281 0.001483448
2.656567 0.002835627
2.656852 0.004176566
2.657138 0.005500982
2.657423 0.006803653
2.657709 0.008079446
2.657995 0.009323332
2.65828 0.01053041
2.658566 0.01169592
2.658851 0.01281528
2.659137 0.01388407
2.659423 0.01489807
2.659708 0.01585331
2.659994 0.016746
2.660279 0.01757264
2.660565 0.01832997
2.66085 0.01901501
2.661136 0.01962506
2.661422 0.02015772
2.661707 0.0206109
2.661993 0.02098281
2.662278 0.02127199
2.662564 0.02147731
2.66285 0.02159796
2.663135 0.02163348
2.663421 0.02158373
2.663706 0.0214489
2.663992 0.02122955
2.664278 0.02092655
2.664563 0.02054108
2.664849 0.02007469
2.665134 0.01952922
2.66542 0.01890683
2.665706 0.01820998
2.665991 0.01744142
2.666277 0.0166042
2.666562 0.01570162
2.666848 0.01473726
2.667133 0.01371492
2.667419 0.01263864
2.667705 0.01151269
2.66799 0.0103415
2.668276 0.009129706
2.668561 0.007882095
2.668847 0.006603596
2.669133 0.005299261
2.669418 0.003974241
2.669704 0.002633772
2.669989 0.001283149
2.670275 -7.229286e-05
2.670561 -0.001427199
2.670846 -0.002776217
2.671132 -0.004114019
2.671417 -0.005435319
2.671703 -0.006734898
2.671989 -0.008007622
2.672274 -0.009248464
2.67256 -0.01045252
2.672845 -0.01161504
2.673131 -0.01273142
2.673416 -0.01379726
2.673702 -0.01480835
2.673988 -0.01576069
2.674273 -0.01665051
2.674559 -0.01747431
2.674844 -0.01822882
2.67513 -0.01891107
2.675416 -0.01951835
2.675701 -0.02004827
2.675987 -0.02049873
2.676272 -0.02086795
2.676558 -0.02115447
2.676844 -0.02135715
2.677129 -0.02147519
2.677415 -0.02150812
2.6777 -0.0214558
2.677986 -0.02131844
2.678272 -0.02109658
2.678557 -0.02079109
2.678843 -0.02040317
2.679128 -0.01993434
2.679414 -0.01938646
2.679699 -0.01876169
2.679985 -0.01806247
2.680271 -0.01729158
2.680556 -0.01645205
2.680842 -0.01554719
2.681127 -0.01458057
2.681413 -0.01355599
2.681699 -0.01247751
2.681984 -0.01134937
2.68227 -0.01017602
2.682555 -0.008962095
2.682841 -0.007712377
2.683127 -0.006431795
2.683412 -0.005125403
2.683698 -0.003798352
2.683983 -0.002455878
2.684269 -0.001103275
2.684555 0.0002541189
2.68484 0.001610951
2.685126 0.002961868
2.685411 0.00430154
2.685697 0.005624683
2.685982 0.006926078
2.686268 0.008200589
2.686554 0.009443188
2.686839 0.01064897
2.687125 0.01181319
2.68741 0.01293124
2.687696 0.01399872
2.687982 0.01501141
2.688267 0.01596532
2.688553 0.01685669
2.688838 0.01768199
2.689124 0.01843798
2.68941 0.01912166
2.689695 0.01973035
2.689981 0.02026164
2.690266 0.02071344
2.690552 0.02108395
2.690838 0.02137173
2.691123 0.02157563
2.691409 0.02169486
2.691694 0.02172893
2.69198 0.02167772
2.692265 0.02154142
2.692551 0.02132059
2.692837 0.02101607
2.693122 0.02062909
2.693408 0.02016116
2.693693 0.01961413
2.693979 0.01899016
2.694265 0.01829172
2.69455 0.01752154
2.694836 0.01668269
2.695121 0.01577846
2.695407 0.01481241
2.695693 0.01378838
2.695978 0.01271038
2.696264 0.01158269
2.696549 0.01040973
2.696835 0.009196153
2.697121 0.007946733
2.697406 0.006666402
2.697692 0.005360212
2.697977 0.004033316
2.698263 0.002690948
2.698548 0.001338403
2.698834 -1.898216e-05
2.69912 -0.001375853
2.699405 -0.002726858
2.699691 -0.004066666
2.699976 -0.005389993
2.700262 -0.006691619
2.700548 -0.007966409
2.700833 -0.009209335
2.701119 -0.01041549
2.701404 -0.01158013
2.70169 -0.01269865
2.701976 -0.01376664
2.702261 -0.01477989
2.702547 -0.0157344
2.702832 -0.01662642
2.703118 -0.01745241
2.703404 -0.01820913
2.703689 -0.0188936
2.703975 -0.0195031
2.70426 -0.02003526
2.704546 -0.02048795
2.704831 -0.02085941
2.705117 -0.02114817
2.705403 -0.02135309
2.705688 -0.02147338
2.705974 -0.02150855
2.706259 -0.02145847
2.706545 -0.02132335
2.706831 -0.02110371
2.707116 -0.02080044
2.707402 -0.02041473
2.707687 -0.01994811
2.707973 -0.01940242
2.708259 -0.01877982
2.708544 -0.01808278
2.70883 -0.01731404
2.709115 -0.01647664
2.709401 -0.0155739
2.709687 -0.01460938
2.709972 -0.01358689
2.710258 -0.01251047
2.710543 -0.01138438
2.710829 -0.01021305
2.711114 -0.009001121
2.7114 -0.007753378
2.711686 -0.006474748
2.711971 -0.005170283
2.712257 -0.003845134
2.712542 -0.002504536
2.712828 -0.001153785
2.713114 0.0002017858
2.713399 0.00155682
2.713685 0.002905967
2.71397 0.004243897
2.714256 0.005565324
2.714542 0.00686503
2.714827 0.008137881
2.715113 0.009378847
2.715398 0.01058303
2.715684 0.01174566
2.71597 0.01286216
2.716255 0.01392812
2.716541 0.01493931
2.716826 0.01589175
2.717112 0.01678166
2.717397 0.01760554
2.717683 0.01836013
2.717969 0.01904244
2.718254 0.01964978
2.71854 0.02017974
2.718825 0.02063023
2.719111 0.02099946
2.719397 0.02128597
2.719682 0.02148863
2.719968 0.02160662
2.720253 0.02163949
2.720539 0.02158709
2.720825 0.02144962
2.72111 0.02122762
2.721396 0.02092197
2.721681 0.02053386
2.721967 0.02006481
2.722253 0.01951668
2.722538 0.01889162
2.722824 0.0181921
2.723109 0.01742086
2.723395 0.01658095
2.72368 0.01567567
2.723966 0.01470859
2.724252 0.01368352
2.724537 0.01260451
2.724823 0.0114758
2.725108 0.01030184
2.725394 0.009087262
2.72568 0.00783685
2.725965 0.006555535
2.726251 0.005248366
2.726536 0.003920498
2.726822 0.002577163
2.727108 0.001223659
2.727393 -0.0001346804
2.727679 -0.001492499
2.727964 -0.002844444
2.72825 -0.004185187
2.728536 -0.005509441
2.728821 -0.006811986
2.729107 -0.008087688
2.729392 -0.009331518
2.729678 -0.01053857
2.729963 -0.01170409
